/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ015_size6.smt2,25935
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ015_size4.smt2,5516
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ004_size6.smt2,740
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ027_size10.smt2,15183
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ027_size9.smt2,11375
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ048_size7.smt2,864
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ031_size9.smt2,11375
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ023_size4.smt2,446
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ033_size5.smt2,5243
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ046_size5.smt2,14007
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ016_size5.smt2,261
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ023_size7.smt2,1940
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ023_size5.smt2,793
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ031_size10.smt2,15183
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ006_size4.smt2,1087
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ015_size5.smt2,12703
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ041_size8.smt2,1005
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ004_size7.smt2,1053
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ027_size8.smt2,8268
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ032_size5.smt2,901
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ016_size7.smt2,594
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ041_size7.smt2,722
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ048_size8.smt2,1246
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ048_size9.smt2,1729
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ023_size6.smt2,1283
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ006_size5.smt2,2038
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ004_size5.smt2,492
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ046_size3.smt2,2352
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ041_size9.smt2,1351
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ041_size6.smt2,496
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ046_size6.smt2,28122
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ016_size6.smt2,405
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ006_size3.smt2,493
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ004_size4.smt2,303
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ033_size3.smt2,1464
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ031_size7.smt2,5790
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ032_size4.smt2,504
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ033_size6.smt2,8589
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ032_size6.smt2,1467
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ027_size11.smt2,19764
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ016_size8.smt2,834
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ046_size4.smt2,6217
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ048_size6.smt2,571
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ033_size4.smt2,2944
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ032_size3.smt2,246
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ031_size8.smt2,8268
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ006_size6.smt2,3430
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/NEQ/NEQ015_size3.smt2,2028
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond96.smt2,381
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond48.smt2,189
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond71.smt2,281
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond100.smt2,397
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond2.smt2,5
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond79.smt2,313
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond56.smt2,221
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond1.smt2,1
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond41.smt2,161
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond43.smt2,169
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond21.smt2,81
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond87.smt2,345
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond16.smt2,61
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond65.smt2,257
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond50.smt2,197
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond36.smt2,141
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond77.smt2,305
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond90.smt2,357
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond33.smt2,129
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond15.smt2,57
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond54.smt2,213
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond67.smt2,265
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond34.smt2,133
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond55.smt2,217
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond23.smt2,89
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond98.smt2,389
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond26.smt2,101
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond10.smt2,37
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond70.smt2,277
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond25.smt2,97
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond12.smt2,45
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond52.smt2,205
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond4.smt2,13
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond97.smt2,385
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond46.smt2,181
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond24.smt2,93
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond38.smt2,149
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond94.smt2,373
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond53.smt2,209
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond42.smt2,165
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond47.smt2,185
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond81.smt2,321
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond69.smt2,273
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond51.smt2,201
/home/tsmart/dev/chengxi/PZ3/bm2/QF_UF/eq_diamond/eq_diamond5.smt2,17
